,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross
2678,9/24/2010,Enter the Void,16000000,337997,1467278
2679,12/31/2008,Good,16000000,31631,31631
2680,40950,Vamps,16000000,3361,94812
2681,40487,Haeundae,16000000,0,64733391
2682,40424,Hachiko: A Dog's Story,16000000,0,47707417
2683,12/31/2013,Zulu,16000000,0,1844228
2684,6/21/2002,Juwanna Mann,15600000,13571817,13771817
2685,39300,La Môme,15500000,10299782,88611837
2686,11/15/2002,Ararat,15500000,1693000,1693000
2687,4/13/2007,Slow Burn,15500000,1237615,1237615
2688,4/22/2005,Madison,15500000,517262,517262
2689,2/26/2010,The Yellow Handkerchief,15500000,318623,318623
2690,9/27/2002,Wasabi,15300000,81525,7000000
2691,3/31/2006,Slither,15250000,7802450,12930343
2692,11/16/1990,Home Alone,15000000,285761243,476684675
2693,30814,Beverly Hills Cop,15000000,234760478,316300000
2694,5/16/1986,Top Gun,15000000,179800601,356800601
2695,12/17/1982,Tootsie,15000000,177200000,177200000
2696,11/25/1987,3 Men and a Baby,15000000,167780960,167780960
2697,11/26/2010,The King’s Speech,15000000,138797449,430821168
2698,9/15/1999,American Beauty,15000000,130058047,356258047
2699,36750,"Crouching Tiger, Hidden Dragon",15000000,128067808,213514672
2700,32398,Twins,15000000,111936388,216600000
2701,12/20/1996,Scream,15000000,103046663,173046663
2702,10/25/2013,Jackass Presents: Bad Grandpa,15000000,102003019,160903019
2703,12/18/1985,The Color Purple,15000000,93589701,93589701
2704,11/28/2014,The Imitation Game,15000000,91125143,227773686
2705,3/30/1988,Beetle Juice,15000000,73326666,73326666
2706,11/18/1959,Ben-Hur,15000000,73000000,73000000
2707,1/18/2013,Mama,15000000,71628180,148095566
2708,29504,Private Benjamin,15000000,69847348,69847348
2709,29405,Coal Miner's Daughter,15000000,67182787,67182787
2710,31931,Lethal Weapon,15000000,65192350,120192350
2711,3/19/2010,Diary of a Wimpy Kid,15000000,64003625,76954311
2712,7/29/1983,National Lampoon’s Vacation,15000000,61400000,61400000
2713,8/31/2007,Halloween,15000000,58269151,77514401
2714,9/30/2006,The Queen,15000000,56441711,128885873
2715,39426,Why Did I Get Married?,15000000,55204525,55934178
2716,40970,The Woman in Black,15000000,54333290,128955898
2717,12/21/1994,Little Women,15000000,50003303,50003303
2718,28856,The Deer Hunter,15000000,50000000,50000000
2719,38778,When a Stranger Calls,15000000,47860214,67215435
2720,37470,Big Fat Liar,15000000,47811275,52461017
2721,8/15/1997,Cop Land,15000000,44906632,63706632
2722,12/25/1997,Wag the Dog,15000000,43057470,64252038
2723,2/22/2013,Snitch,15000000,42930462,57907734
2724,37657,The Lizzie McGuire Movie,15000000,42734455,55534455
2725,42106,Krampus,15000000,42725475,61788393
2726,9/21/2012,End of Watch,15000000,41003371,57586606
2727,12/25/1998,The Faculty,15000000,40283321,40283321
2728,34218,What's Love Got to Do With It,15000000,39100956,39100956
2729,12/14/2001,Not Another Teen Movie,15000000,37882551,62401343
2730,41710,Wild,15000000,37880356,52501541
2731,12/16/1962,Lawrence of Arabia,15000000,37495385,69995385
2732,41831,The Theory of Everything,15000000,35893537,122147772
2733,9/16/2011,Drive,15000000,35060689,78054825
2734,3/31/2000,The Skulls,15000000,35007180,35007180
2735,24390,Hawaii,15000000,34562222,34562222
2736,4/18/2003,Malibu's Most Wanted,15000000,34308901,34499204
2737,39912,All About Steve,15000000,33862903,40127259
2738,4/28/2000,Where the Heart Is,15000000,33771174,40862054
2739,8/28/2009,Halloween 2,15000000,33392973,38512850
2740,3/13/2009,The Last House on the Left,15000000,32752215,46526243
2741,2/18/2005,Because of Winn-Dixie,15000000,32647042,33508485
2742,38444,The Wedding Date,15000000,31726995,47175038
2743,9/25/1987,The Princess Bride,15000000,30857000,30857000
2744,37597,Halloween: Resurrection,15000000,30259652,37659652
2745,12/25/2007,The Great Debaters,15000000,30226144,30261293
2746,8/22/2014,When the Game Stands Tall,15000000,30127963,30138912
2747,29926,Clash of the Titans,15000000,30000000,44400000
2748,2/20/2004,Confessions of a Teenage Drama Queen,15000000,29331068,33118854
2749,4/17/1998,The Object of my Affection,15000000,29145924,29145924
2750,39391,28 Weeks Later,15000000,28638916,64232714
2751,35738,Grosse Pointe Blank,15000000,28084357,31070412
2752,4/21/2000,Love and Basketball,15000000,27441122,27709625
2753,10/27/2000,Book of Shadows: Blair Witch 2,15000000,26421314,47721314
2754,35713,Boogie Nights,15000000,26410771,43111725
2755,7/23/2010,Ramona and Beezus,15000000,26167002,27469621
2756,8/27/2014,The November Man,15000000,25018119,34820335
2757,35129,The Craft,15000000,24769466,55669466
2758,12/28/2005,Match Point,15000000,23089926,87989926
2759,34100,The Remains of the Day,15000000,22954968,63954968
2760,1/15/1993,Nowhere to Run,15000000,22189039,52189039
2761,9/22/2000,Urban Legends: Final Cut,15000000,21468807,38574362
2762,3/29/2013,The Place Beyond the Pines,15000000,21403519,47011449
2763,10/20/2006,Flicka,15000000,21000147,21896367
2764,3/23/2007,The Hills Have Eyes II,15000000,20804166,37466538
2765,4/29/2016,Keanu,15000000,20591853,20609977
2766,12/22/2010,Country Strong,15000000,20218921,20601987
2767,37570,Tuck Everlasting,15000000,19161999,19344615
2768,10/13/2006,The Marine,15000000,18844784,22165608
2769,7/24/1998,Disturbing Behavior,15000000,17507368,17507368
2770,35949,The Big Lebowski,15000000,17498804,46189568
2771,7/25/2014,A Most Wanted Man,15000000,17237855,36068890
2772,6/26/2009,The Hurt Locker,15000000,17017811,49894223
2773,1/28/2000,Eye of the Beholder,15000000,16500786,18260865
2774,40950,The Man with the Iron Fists,15000000,15634090,22018988
2775,30991,Firestarter,15000000,15136870,15136870
2776,11/30/2012,Killing Them Softly,15000000,14945541,39238443
2777,4/20/2001,Freddy Got Fingered,15000000,14249005,14249005
2778,8/19/2011,One Day,15000000,13843771,59168692
2779,6/25/2004,De-Lovely,15000000,13337299,18524496
2780,39854,Whip It,15000000,13043363,18856151
2781,39753,The Pirates Who Don't Do Anything: A VeggieTales Movie,15000000,12981269,13248444
2782,1/23/2008,U2 3D,15000000,12898847,26170402
2783,36534,Highlander: Endgame,15000000,12801190,12801190
2784,8/25/2006,Idlewild,15000000,12669914,12669914
2785,4/25/2003,Confidence,15000000,12212417,12212417
2786,37570,Knockaround Guys,15000000,11660180,12419700
2787,8/27/1999,The Muse,15000000,11614954,11614954
2788,35858,Barney's Great Adventure,15000000,11156471,11156471
2789,32511,New York Stories,15000000,10763469,10763469
2790,11/25/1998,Home Fries,15000000,10513979,10513979
2791,3/24/2000,Here on Earth,15000000,10494147,10845127
2792,38209,Raise Your Voice,15000000,10411980,14811980
2793,12/18/1985,Brazil,15000000,9929135,9929135
2794,4/23/1993,The Dark Half,15000000,9579068,9579068
2795,39116,Black Snake Moan,15000000,9396870,10951153
2796,2/21/2003,Dark Blue,15000000,9237470,12262065
2797,41552,Peeples,15000000,9177065,9307166
2798,6/22/2007,A Mighty Heart,15000000,9176787,19153568
2799,9/30/1983,Brainstorm,15000000,8921050,8921050
2800,3/24/2000,Whatever it Takes,15000000,8735529,8735529
2801,3/21/2003,Boat Trip,15000000,8586376,14933713
2802,5/22/2002,The Importance of Being Earnest,15000000,8378141,8378141
2803,5/21/1999,The Love Letter,15000000,8322608,8322608
2804,38842,Hoot,15000000,8117637,8224998
2805,39662,In Bruges,15000000,7800825,34533783
2806,12/28/2012,Promised Land,15000000,7597898,9300336
2807,37113,Mulholland Drive,15000000,7219578,11919578
2808,8/20/2008,The Rocker,15000000,6409528,8767338
2809,8/21/2009,Post Grad,15000000,6380019,6561243
2810,6/19/2009,Whatever Works,15000000,5306706,35106706
2811,7/19/2000,The In Crowd,15000000,5217498,5217498
2812,12/14/2005,Los tres entierros de Melquiades Estrada,15000000,5027684,13454474
2813,9/24/1999,Jakob the Liar,15000000,4956401,4956401
2814,9/28/2007,Se jie,15000000,4604982,65696051
2815,10/21/2005,"Kiss Kiss, Bang Bang",15000000,4235837,16829464
2816,4/30/1999,Idle Hands,15000000,4023741,4023741
2817,10/30/2015,Scout's Guide to the Zombie Apocalypse,15000000,3703046,14947243
2818,1/26/2007,Blood and Chocolate,15000000,3526588,6551310
2819,9/22/2010,You Will Meet a Tall Dark Stranger,15000000,3247816,34247816
2820,9/15/2010,Never Let Me Go,15000000,2434652,11173718
2821,12/25/2003,The Company,15000000,2281585,3396508
2822,7/18/2008,Transsiberian,15000000,2203641,6379575
2823,10/22/1999,Crazy in Alabama,15000000,1954202,1954202
2824,1/17/1986,The Clan of the Cave Bear,15000000,1953732,1953732
2825,3/14/2008,Funny Games,15000000,1294640,8200127
2826,38754,Banlieue 13,15000000,1200216,11599903
2827,36505,Felicia's Journey,15000000,824295,1970268
2828,1/25/2002,Metropolis,15000000,673414,1405032
2829,10/16/2015,Nie yin niang,15000000,632542,6832542
2830,34711,Things to Do in Denver when You're Dead,15000000,529766,529766
2831,4/26/2013,The Reluctant Fundamentalist,15000000,528731,528731
2832,38140,The Return,15000000,501752,5953886
2833,7/25/2003,Buffalo Soldiers,15000000,353743,353743
2834,4/25/2003,Steal (Canadian Release),15000000,220944,220944
2835,8/27/2010,Centurion,15000000,123570,7885048
2836,10/23/2009,Ong-Bak 2,15000000,102458,7583050
2837,12/31/1996,Silent Trigger,15000000,76382,76382
2838,39455,Midnight Meat Train,15000000,73548,1590246
2839,41434,Winnie Mandela,15000000,61847,61847
2840,40644,The Son of No One,15000000,30680,1148578
2841,10/25/2002,All the Queen's Men,15000000,22723,22723
2842,39212,The Good Night,15000000,22441,22441
2843,41437,Khumba,15000000,0,20898221
2844,12/31/2015,Chiamatemi Francesco - Il papa della gente,15000000,0,3439835
2845,12/31/2008,Bathory,15000000,0,3436763
2846,12/31/2005,Dungeons & Dragons: Wrath of the Dragon God,15000000,0,909822
2847,41922,Automata,15000000,0,29050
2848,42013,Broken Horses,15000000,0,3471
2849,6/29/2001,Pandaemonium,15000000,0,0
2850,40300,Shinjuku Incident,15000000,0,0
2851,12/31/2015,In Dubious Battle,15000000,0,0
2852,34305,Groundhog Day,14600000,70906973,70906973
2853,42011,Magic Mike XXL,14500000,66013057,123709460
2854,35075,Romeo+Juliet,14500000,46338728,147542381
2855,7/22/2011,Elle s'appelait Sarah,14500000,7691700,25480031
2856,42130,Freedom,14500000,0,565801
2857,33793,Unforgiven,14400000,101157447,159157447
2858,1/27/2006,Manderlay,14200000,74205,543306
2859,3/23/1990,Pretty Woman,14000000,178406268,432645872
2860,9/18/1987,Fatal Attraction,14000000,156645693,320100000
2861,39793,Slumdog Millionaire,14000000,141319928,384519665
2862,12/17/1974,Towering Inferno,14000000,116000000,139700000
2863,5/25/1988,Crocodile Dundee 2,14000000,109306210,239606210
2864,12/20/1989,Born on the Fourth of July,14000000,70001698,70001698
2865,33979,Cool Runnings,14000000,68856263,155056263
2866,39417,Stomp the Yard,14000000,61356221,75525718
2867,1/16/2009,My Bloody Valentine,14000000,51545952,102836002
2868,8/31/2012,The Possession,14000000,49130588,82925064
2869,10/22/1982,First Blood,14000000,47212904,125212904
2870,7/13/1977,The Spy Who Loved Me,14000000,46800000,185400000
2871,9/25/1998,Urban Legend,14000000,38116707,72571864
2872,29841,Taps,14000000,35856053,35856053
2873,2/24/2012,Tyler Perry's Good Deeds,14000000,35025791,35579177
2874,1/18/1991,White Fang,14000000,34729091,34729091
2875,12/21/1988,Dangerous Liaisons,14000000,34700000,34700000
2876,36382,Superstar,14000000,30628981,30628981
2877,12/30/2011,The Iron Lady,14000000,29959436,115592104
2878,7/23/1993,Poetic Justice,14000000,27450453,27450453
2879,37356,Jonah: A VeggieTales Movie,14000000,25571351,25608779
2880,37471,All About the Benjamins,14000000,25482931,25873145
2881,6/17/1977,Exorcist II: The Heretic,14000000,25011000,25011000
2882,40515,Our Family Wedding,14000000,20255281,21410546
2883,10/27/1995,Vampire in Brooklyn,14000000,19637147,19637147
2884,38842,An American Haunting,14000000,16298046,30443277
2885,8/22/2003,My Boss's Daughter,14000000,15549702,15549702
2886,40002,A Perfect Getaway,14000000,15515460,22815460
2887,10/25/1996,Thinner,14000000,15171475,15171475
2888,8/21/1998,Dead Man on Campus,14000000,15064948,15064948
2889,5/14/1999,Tea with Mussolini,14000000,14395874,14395874
2890,6/22/1977,"New York, New York",14000000,13800000,13800000
2891,4/26/2002,Jason X,14000000,13121555,16951798
2892,5/13/1994,Crooklyn,14000000,13024170,13024170
2893,3/16/2007,I Think I Love My Wife,14000000,12559771,13205411
2894,2/20/2015,Hot Tub Time Machine 2,14000000,12314651,12452601
2895,11/17/2006,Bobby,14000000,11242801,20597806
2896,36924,Head Over Heels,14000000,10397365,10397365
2897,10/26/2012,Fun Size,14000000,9409538,11166615
2898,4/23/1999,Lost and Found,14000000,6552255,6552255
2899,11/30/2007,Le Scaphandre et le Papillon,14000000,5990075,22754472
2900,38878,Little Children,14000000,5463019,14121177
2901,4/21/2000,Gossip,14000000,5108820,12591270
2902,3/26/1999,A Walk on the Moon,14000000,4741987,4741987
2903,10/27/2006,Catch a Fire,14000000,4299773,5782198
2904,12/19/2014,Mr. Turner,14000000,3958546,25187026
2905,37081,Soul Survivors,14000000,3100650,4288246
2906,5/22/2009,Easy Virtue,14000000,2656784,20537741
2907,3/31/1995,Jefferson in Paris,14000000,2461628,2461628
2908,40337,Flipped,14000000,1755212,1755212
2909,28491,Caravans,14000000,1000000,1000000
2910,6/25/2010,Les herbes folles,14000000,403952,1903952
2911,1/24/2003,Amen,14000000,274299,274299
2912,9/26/2008,The Lucky Ones,14000000,266967,266967
2913,9/30/2011,Margaret,14000000,47185,623292
2914,12/31/2011,Reign of Assassins,14000000,0,11354230
2915,10/27/2009,Stan Helsing: A Parody,14000000,0,1553556
2916,38607,Brokeback Mountain,13900000,83043761,177012173
2917,34706,Clueless,13700000,56598476,56598476
2918,3/30/1990,Teenage Mutant Ninja Turtles,13500000,135265915,202000000
2919,20585,The Ten Commandments,13500000,80000000,80000000
2920,37479,Far From Heaven,13500000,15901849,29027914
2921,41253,Seven Psychopaths,13500000,15024049,33035736
2922,11/22/2000,Quills,13500000,7060876,11732088
2923,1/29/1982,The Border,13500000,6118683,6118683
2924,2/18/2005,Downfall,13500000,5501940,93631744
2925,36925,The Caveman's Valentine,13500000,687081,892506
2926,40547,The Last Godfather,13400000,164247,164247
2927,41733,Under the Skin,13300000,2614251,7229933
2928,12/17/2004,Mar adentro,13300000,2086345,39686345
2929,41982,No Good Deed,13200000,52543632,54323210
2930,12/23/1987,Good Morning Vietnam,13000000,123922370,123922370
2931,40249,Black Swan,13000000,106954678,331266710
2932,37226,Save the Last Dance,13000000,91038276,122244329
2933,40788,Justin Bieber: Never Say Never,13000000,73013910,99034125
2934,3/16/2016,Miracles from Heaven,13000000,61705123,73746393
2935,36832,Snow Day,13000000,60008303,62452927
2936,1/23/2004,The Butterfly Effect,13000000,57924679,95638592
2937,27345,The Godfather: Part II,13000000,57300000,57300000
2938,6/24/2016,The Shallows,13000000,55121623,118482550
2939,7/17/1987,RoboCop,13000000,53424681,53424681
2940,8/19/1988,A Nightmare on Elm Street 4: The Dream Master,13000000,49369899,49369899
2941,11/21/2007,This Christmas,13000000,49121934,49733545
2942,2/14/2014,About Last Night,13000000,48637684,50445860
2943,12/15/2000,"Dude, Where's My Car?",13000000,46729374,73180297
2944,32485,Young Guns,13000000,44726644,44726644
2945,41922,St. Vincent,13000000,44137712,54837234
2946,41677,Earth to Echo,13000000,38934842,42174545
2947,3/31/1999,Ten Things I Hate About You,13000000,38177966,60414025
2948,37534,The New Guy,13000000,28972187,28972187
2949,34091,Loaded Weapon 1,13000000,27979399,27979399
2950,36497,Baby Geniuses,13000000,27151490,27151490
2951,4/24/1998,The Big Hit,13000000,27066941,27066941
2952,33127,Child's Play 2,13000000,26904572,34166572
2953,35345,Harriet the Spy,13000000,26570048,26570048
2954,41277,21 and Over,13000000,25682380,42195766
2955,11/21/2007,The Mist,13000000,25593755,57189408
2956,42281,Ex Machina,13000000,25440971,37065887
2957,10/29/1999,Being John Malkovich,13000000,22858926,32382381
2958,37081,Two Can Play That Game,13000000,22235901,22391450
2959,42677,Eye in the Sky,13000000,18704596,32848185
2960,3/22/2013,Admission,13000000,18007317,18733666
2961,9/21/2012,The Perks of Being a Wallflower,13000000,17742948,33069303
2962,6/29/2001,crazy/beautiful,13000000,16929123,19929123
2963,8/28/1998,54,13000000,16757163,16757163
2964,10/16/2015,Room,13000000,14677674,36226429
2965,12/20/2006,Letters from Iwo Jima,13000000,13756082,67867998
2966,5/29/2009,Män som hatar kvinnor,13000000,12749992,109421911
2967,2/23/2007,The Astronaut Farmer,13000000,11003643,11141213
2968,36135,Dirty Work,13000000,10020081,10020081
2969,36012,Woo,13000000,8064972,8064972
2970,4/13/1994,Serial Mom,13000000,7881335,7881335
2971,36258,Dick,13000000,6276869,6276869
2972,36444,Light It Up,13000000,5871603,5871603
2973,8/24/2001,Bubble Boy,13000000,5002310,5002310
2974,37258,Birthday Girl,13000000,4919896,8130727
2975,39177,"Paris, je t'aime",13000000,4857374,4857374
2976,8/24/2007,Resurrecting the Champ,13000000,3172382,3260555
2977,3/26/2010,Chloe,13000000,3075255,11831131
2978,36925,The Widow of St. Pierre,13000000,3058380,3058380
2979,35189,Faithful,13000000,2104439,2104439
2980,2/26/2010,Un Prophète,13000000,2087720,19910624
2981,40249,"I Love You, Phillip Morris",13000000,2037459,23014027
2982,7/24/2015,The Vatican Tapes,13000000,1784763,12986189
2983,3/17/2006,Find Me Guilty,13000000,1173673,2898225
2984,5/14/1993,Excessive Force,13000000,1152117,1152117
